step,time_ps,coordination_number,mean_metal_oxygen_distance_A,bias_potential_kj_per_mol,escape_condition_met
0,0.0,8.969096057262991,2.32749450069615,0.0,FALSE
500,1.0,8.984051327335102,2.348044622117503,1.942264724653906,FALSE
1000,2.0,8.938822250147199,2.345128155599094,3.6568014658490515,FALSE
1500,3.0,9.02156998539899,2.329441761342412,5.141307343870321,FALSE
2000,4.0,9.023037639752161,2.326708395325659,6.584564115120723,FALSE
2500,5.0,9.028555664309778,2.3302065630484723,7.907433740372066,FALSE
3000,6.0,9.006838688200206,2.34457196748162,9.22041845678352,FALSE
3500,7.0,8.876094234946796,2.3188067909097128,9.345111531071039,FALSE
4000,8.0,8.959113070191398,2.337596613170957,11.374610149379379,FALSE
4500,9.0,8.788366323391307,2.3296811488704185,9.56572390778307,FALSE
5000,10.0,8.814584389082016,2.320795798886249,11.221296824856458,FALSE
5500,11.0,8.864246317129926,2.333503400673306,13.328063426286464,FALSE
6000,12.0,8.830189459271637,2.334323047207019,13.563686199274875,FALSE
6500,13.0,8.995933509165178,2.346885052814129,15.639174045558038,FALSE
7000,14.0,9.020393693686417,2.338605063053415,16.154018612175154,FALSE
7500,15.0,9.000162071792515,2.346386390194352,17.17202697230126,FALSE
8000,16.0,9.02209936220463,2.334668742708353,17.645660572183772,FALSE
8500,17.0,9.018599120406044,2.335909942388957,18.41123836249408,FALSE
9000,18.0,9.01149383727002,2.3273342888779878,19.16858129607718,FALSE
9500,19.0,9.009679754578773,2.332599747461752,19.856792448839283,FALSE
10000,20.0,8.800117875798609,2.338686456986374,17.056199960025957,FALSE
10500,21.0,8.880431663536818,2.3141580102247254,20.28540804461725,FALSE
11000,22.0,8.897465523252656,2.3273157155691093,21.359321628309253,FALSE
11500,23.0,8.854566109551602,2.3332075621173805,20.905197442801075,FALSE
12000,24.0,8.846294083619046,2.329207762533935,21.254521901290058,FALSE
12500,25.0,8.826856625084368,2.335205695766823,21.185523259389587,FALSE
13000,26.0,8.83379766603316,2.334947098902374,22.02253709431095,FALSE
13500,27.0,8.838254560634473,2.3113134061499783,22.586213219802616,FALSE
14000,28.0,8.64177565005361,2.330003989647287,13.516734400401909,FALSE
14500,29.0,8.827759502371366,2.31983809966761,23.474543966609197,FALSE
15000,30.0,8.825734389120553,2.3237272046228825,23.930642304739177,FALSE
